Time / s,Voltage / V,Current / A
0,4.2,0
3.375,4.13335940413101,1
10.125,4.12884185306052,1
23.625,4.12286056735878,1
50.625,4.1150321333187,1
104.625,4.10490328298623,1
212.625,4.09172508515572,1
320.625,4.08215965772434,1
428.625,4.07483018801886,1
536.625,4.06911818731063,1
644.625,4.06466937081062,1
752.625,4.06123742095969,1
860.625,4.05862505411951,1
968.625,4.05665864209622,1
1076.625,4.05517678418123,1
1184.625,4.05402661857862,1
1292.625,4.05306599415831,1
1400.625,4.05216815753725,1
1508.625,4.05122344769249,1
1616.625,4.05013702323419,1
1724.625,4.04882700353636,1
1832.625,4.04722558527823,1
1940.625,4.04528139473003,1
2048.625,4.04296067029161,1
2156.625,4.0402466857401,1
2264.625,4.03713798980786,1
2372.625,4.03364608969785,1
2480.625,4.02979294652443,1
2588.625,4.02560847844562,1
2696.625,4.02112819178341,1
2804.625,4.01639102313162,1
2912.625,4.01143744712068,1
3020.625,4.00630787823983,1
3128.625,4.00104137138893,1
3236.625,3.9956746060716,1
3344.625,3.99024112408082,1
3452.625,3.98477078018819,1
3560.625,3.97928935946091,1
3668.625,3.97381831341297,1
3776.625,3.96837457122048,1
3884.625,3.96297039428759,1
3992.625,3.95761326684331,1
4100.625,3.95230585588041,1
4208.625,3.94704612698074,1
4316.625,3.94182774424418,1
4424.625,3.93664086009329,1
4532.625,3.93147326111211,1
4640.625,3.92631160631729,1
4748.625,3.92114233349207,1
4856.625,3.91595188717928,1
4964.625,3.91072620161404,1
5072.625,3.90544962841583,1
5180.625,3.90010358782964,1
5288.625,3.89466520588113,1
5396.625,3.88910623995666,1
5504.625,3.88339285073133,1
5612.625,3.87748735848672,1
5720.625,3.87135391216144,1
5828.625,3.86497014229886,1
5936.625,3.85834433419356,1
6044.625,3.85153113227261,1
6152.625,3.84463300518603,1
6260.625,3.83777982504887,1
6368.625,3.83109484942467,1
6476.625,3.82466546243831,1
6584.625,3.81853095837806,1
6692.625,3.81268686716209,1
6800.625,3.80709807236386,1
6908.625,3.80171315312968,1
7016.625,3.79647578164147,1
7124.625,3.7913321027317,1
7232.625,3.78623468808061,1
7340.625,3.78114415396869,1
7448.625,3.77602942628493,1
7556.625,3.77086734286639,1
7664.625,3.76564200257692,1
7772.625,3.76034406621237,1
7880.625,3.75497008669602,1
7988.625,3.74952187619148,1
8096.625,3.74400588625734,1
8204.625,3.7384325693558,1
8312.625,3.73281569604842,1
8420.625,3.72717161552612,1
8528.625,3.72151846315385,1
8636.625,3.71587533408266,1
8744.625,3.71026145391842,1
8852.625,3.704695384689,1
8960.625,3.69919430524731,1
9068.625,3.6937734010646,1
9176.625,3.68844538934432,1
9284.625,3.68322019378516,1
9392.625,3.67810477093635,1
9500.625,3.67310307877964,1
9608.625,3.66821616927132,1
9716.625,3.66344238077313,1
9824.625,3.65877760364209,1
9932.625,3.65421559227996,1
10040.625,3.6497482989172,1
10148.625,3.64536620751516,1
10256.625,3.64105864973028,1
10364.625,3.63681408845578,1
10472.625,3.63262035786174,1
10580.625,3.62846485212685,1
10688.625,3.62433465832454,1
10796.625,3.62021663232231,1
10904.625,3.61609742014708,1
11012.625,3.61196343109936,1
11120.625,3.60780077304228,1
11228.625,3.60359516493993,1
11336.625,3.59933184718872,1
11444.625,3.5949955168959,1
11552.625,3.59057032305991,1
11660.625,3.58603996491189,1
11768.625,3.58138794347487,1
11876.625,3.57659801783659,1
11984.625,3.57165490805189,1
12092.625,3.56654525985319,1
12200.625,3.56125883903494,1
12308.625,3.55578985937007,1
12416.625,3.55013828174512,1
12524.625,3.54431087712629,1
12632.625,3.53832184461704,1
12740.625,3.5321928272637,1
12848.625,3.52595226053466,1
12956.625,3.51963409398164,1
13064.625,3.51327601669155,1
13172.625,3.50691737429372,1
13280.625,3.50059698607225,1
13388.625,3.49435106027774,1
13496.625,3.48821137134355,1
13604.625,3.4822038112959,1
13712.625,3.47634736631543,1
13820.625,3.47065350627214,1
13928.625,3.465125918486,1
14036.625,3.45976047375152,1
14144.625,3.45454528648914,1
14252.625,3.44946072207738,1
14360.625,3.44447921091023,1
14468.625,3.43956474732879,1
14576.625,3.43467197832032,1
14684.625,3.42974481534787,1
14792.625,3.4247145210898,1
14900.625,3.41949721505225,1
15008.625,3.41399070425896,1
15116.625,3.40807053154415,1
15224.625,3.40158531897352,1
15332.625,3.39435217813697,1
15440.625,3.38615445609837,1
15548.625,3.37674623210122,1
15656.625,3.36586958461385,1
15764.625,3.35328945526572,1
15872.625,3.33884516511679,1
15980.625,3.32250825114652,1
